Date,CalDay,TimeOfDay,SiTotal,SwimTotal,PrevSi1,PrevSi3,PrevSi5,PrevSi7,WaterTempF,WaterTempC,AvgPrevTemp1,AvgPrevTemp3,AvgPrevTemp5,AvgPrevTemp7,WindDir,WindDirGroup1,WindDirGroup2,WindVel,SwimNum,NWSprecip1,NWSprecip2
6/23/2013,173_2013,AM,6,16,,,,,58,14.444,,,,,NE,NNE,ENE,8,16,1,0
6/24/2013,174_2013,AM,0,19,12,,,,59,15,14.444,,,,N,NNE,NNW,5,19,0,0
6/25/2013,175_2013,AM,0,26,0,,,,58,14.444,15,,,,S,SSW,SSE,3.5,26,0,0
6/26/2013,176_2013,AM,8,10,0,4,,,61,16.111,14.444,14.63,,,NE,NNE,ENE,7,10,0,0
6/27/2013,177_2013,AM,0,12,22,7.333333333,,,63,17.222,16.111,15.185,,,E,ESE,ENE,5.8,12,0,0
6/28/2013,178_2013,AM,0,34,0,7.333333333,6.8,,59,15,17.222,15.926,15.444,,E,ESE,ENE,2.5,34,1,0
6/29/2013,179_2013,AM,4,42,0,7.333333333,4.4,,72,22.222,15,16.111,15.556,,NE,NNE,ENE,9.2,42,1,0.25
6/30/2013,180_2013,AM,0,28,12,4,6.8,6.571428571,69,20.556,22.222,18.148,17,16.349,E,ESE,ENE,2.4,28,0,0
7/1/2013,181_2013,AM,14,44,0,4,6.8,4.857142857,70,21.111,20.556,19.259,18.222,17.222,E,ESE,ENE,2.4,44,0,0
7/2/2013,182_2013,AM,0,12,27,13,7.8,8.714285714,70,21.111,21.111,21.296,19.222,18.095,E,ESE,ENE,2.4,12,0,0
7/3/2013,183_2013,AM,0,24,0,9,7.8,8.714285714,66,18.889,21.111,20.926,20,19.048,E,ESE,ENE,2.6,24,1,0.05
7/4/2013,184_2013,AM,0,15,0,9,7.8,5.571428571,70,21.111,18.889,20.37,20.778,19.444,E,ESE,ENE,3.2,15,1,0
7/5/2013,185_2013,AM,0,16,0,0,5.4,5.571428571,70,21.111,21.111,20.37,20.556,20,,,,1.3,16,0,0
7/6/2013,186_2013,AM,0,18,0,0,5.4,5.571428571,69,20.556,21.111,20.37,20.667,20.873,SE,ESE,SSE,5.3,18,0,0
7/7/2013,187_2013,AM,0,15,0,0,0,3.857142857,71,21.667,20.556,20.926,20.556,20.635,NW,WNW,NNW,10.8,15,0,0
7/8/2013,188_2013,AM,0,12,0,0,0,3.857142857,70,21.111,21.667,21.111,20.667,20.794,SE,ESE,SSE,2.1,12,1,1.4
7/9/2013,189_2013,AM,0,14,0,0,0,0,72,22.222,21.111,21.111,21.111,20.794,NW,WNW,NNW,3.2,14,1,0.02
7/10/2013,190_2013,AM,0,6,0,0,0,0,75,23.889,22.222,21.667,21.333,20.952,N,NNE,NNW,3.5,6,1,0.12
7/11/2013,191_2013,AM,8,34,0,0,0,0,75,23.889,23.889,22.407,21.889,21.667,NW,WNW,NNW,1.2,34,0,0
7/12/2013,192_2013,AM,1,36,8,2.666666667,1.6,1.142857143,,,23.889,23.333,22.556,22.063,SE,ESE,SSE,2,36,0,0
7/13/2013,193_2013,AM,0,35,1,3,1.8,1.285714286,74,23.333,,,,,E,ESE,ENE,2.3,35,0,0
7/14/2013,194_2013,AM,0,37,0,3,1.8,1.285714286,74,23.333,23.333,,,,SE,ESE,SSE,2.2,37,0,0
7/15/2013,195_2013,AM,0,36,0,0.333333333,1.8,1.285714286,72,22.222,23.333,,,,SE,ESE,SSE,6.1,36,0,0
7/16/2013,196_2013,AM,1,12,0,0,1.8,1.285714286,76,24.444,22.222,22.963,,,NW,WNW,NNW,14,12,0,0
7/17/2013,197_2013,AM,0,10,4,1.333333333,1,1.857142857,73,22.778,24.444,23.333,,,NW,WNW,NNW,3.8,10,0,0
7/18/2013,198_2013,AM,1,7,6,3.333333333,2,2.714285714,73,22.778,22.778,23.148,23.222,,NE,NNE,ENE,2.3,7,0,0
7/19/2013,199_2013,AM,0,5,1,3.666666667,2.2,1.714285714,73,22.778,22.778,23.333,23.111,,NW,WNW,NNW,10.9,5,1,0
7/20/2013,200_2013,AM,4,18,0,2.333333333,2.2,1.571428571,68,20,22.778,22.778,23,23.095,NE,NNE,ENE,4.3,18,0,0
7/21/2013,201_2013,AM,0,26,9,3.333333333,4,2.857142857,70,21.111,20,21.852,22.556,22.619,E,ESE,ENE,11.2,26,0,0
7/22/2013,202_2013,AM,0,31,0,3,3.2,2.857142857,70,21.111,21.111,21.296,21.889,22.302,SE,ESE,SSE,11.7,31,0,0
7/23/2013,203_2013,AM,0,0,0,3,2,2.857142857,69,20.556,21.111,20.741,21.556,22.143,N,NNE,NNW,3.5,0,0,0
7/24/2013,204_2013,AM,0,6,0,0,1.8,2.285714286,66,18.889,20.556,20.926,21.111,21.587,W,WNW,WSW,4.1,6,0,0
7/25/2013,205_2013,AM,0,8,0,0,1.8,1.428571429,67,19.444,18.889,20.185,20.333,21.032,NE,NNE,ENE,2.3,8,0,0
7/26/2013,206_2013,AM,2,26,0,0,0,1.285714286,68,20,19.444,19.63,20.222,20.556,N,NNE,NNW,1.8,26,1,0.12
7/27/2013,207_2013,AM,2,18,2,0.666666667,0.4,1.571428571,68,20,20,19.444,20,20.159,NE,NNE,ENE,4.4,18,1,1.39
7/28/2013,208_2013,AM,0,24,2,1.333333333,0.8,0.571428571,68,20,20,19.815,19.778,20.159,W,WNW,WSW,4.3,24,1,0.16
7/29/2013,209_2013,AM,0,21,0,1.333333333,0.8,0.571428571,70,21.111,20,20,19.667,20,S,SSW,SSE,3,21,1,0.33
7/30/2013,210_2013,AM,0,27,0,0.666666667,0.8,0.571428571,71,21.667,21.111,20.37,20.111,20,NW,WNW,NNW,5.1,27,0,0
7/31/2013,211_2013,AM,0,9,4,1.333333333,1.6,1.142857143,72,22.222,21.667,20.926,20.556,20.159,N,NNE,NNW,5.8,9,0,0
8/1/2013,212_2013,AM,0,18,0,1.333333333,1.2,1.142857143,71,21.667,22.222,21.667,21,20.635,SE,ESE,SSE,3.5,18,0,0
8/2/2013,213_2013,AM,0,21,1,1.666666667,1,1.285714286,68,20,21.667,21.852,21.333,20.952,E,ESE,ENE,4.9,21,1,0.08
8/3/2013,214_2013,AM,0,18,0,0.333333333,1,1,69,20.556,20,21.296,21.333,20.952,W,WNW,WSW,1.7,18,0,0
8/4/2013,215_2013,AM,0,26,0,0.333333333,1,0.714285714,67,19.444,20.556,20.741,21.222,21.032,SE,ESE,SSE,3.8,26,0,0
8/5/2013,216_2013,AM,0,30,1,0.333333333,0.4,0.857142857,70,21.111,19.444,20,20.778,20.952,SE,ESE,SSE,4,30,1,0
8/6/2013,217_2013,AM,0,23,0,0.333333333,0.4,0.857142857,72,22.222,21.111,20.37,20.556,20.952,N,NNE,NNW,3.8,23,0,0
8/7/2013,218_2013,AM,0,6,0,0.333333333,0.2,0.285714286,71,21.667,22.222,20.926,20.667,21.032,E,ESE,ENE,0.9,6,1,0.99
8/8/2013,219_2013,AM,0,15,2,0.666666667,0.6,0.571428571,70,21.111,21.667,21.667,21,20.952,SW,SSW,WSW,3.2,15,0,0
8/9/2013,220_2013,AM,0,10,0,0.666666667,0.6,0.428571429,68,20,21.111,21.667,21.111,20.873,NW,WNW,NNW,8.3,10,0,0
8/10/2013,221_2013,AM,0,16,0,0.666666667,0.4,0.428571429,70,21.111,20,20.926,21.222,20.873,W,WNW,WSW,4.3,16,0,0
6/23/2014,174_2014,AM,0,8,,,,,66,18.889,21.111,20.741,21.222,20.952,SW,SSW,WSW,2.1,8,1,0.09
6/24/2014,175_2014,AM,4,4,0,,,,65,18.333,18.889,20,20.556,20.873,NE,NNE,ENE,3.8,4,1,0
6/25/2014,176_2014,AM,7,9,4,,,,65,18.333,18.333,19.444,19.889,20.476,NW,WNW,NNW,2.2,9,1,1.4
6/26/2014,177_2014,AM,0,16,15,6.333333333,,,68,20,18.333,18.519,19.333,19.921,NE,NNE,ENE,5.6,16,0,0
6/27/2014,178_2014,AM,0,12,0,6.333333333,,,70,21.111,20,18.889,19.333,19.683,NE,NNE,ENE,3.1,12,0,0
6/28/2014,179_2014,AM,0,8,0,5,3.8,,70,21.111,21.111,19.815,19.333,19.683,SW,SSW,WSW,8,8,0,0
6/29/2014,180_2014,AM,0,25,0,0,3.8,,66,18.889,21.111,20.741,19.778,19.841,E,ESE,ENE,7.2,25,1,0.3
6/30/2014,181_2014,AM,0,8,0,0,3,2.714285714,65,18.333,18.889,20.37,19.889,19.524,E,ESE,ENE,11,8,1,0.04
7/1/2014,182_2014,AM,0,0,0,0,0,2.714285714,62,16.667,18.333,19.444,19.889,19.444,NE,NNE,ENE,13,0,1,0.19
7/2/2014,183_2014,AM,0,23,0,0,0,2.142857143,66,18.889,16.667,17.963,19.222,19.206,NW,WNW,NNW,2.6,23,0,0
7/3/2014,184_2014,AM,0,14,3,1,0.6,0.428571429,69,20.556,18.889,17.963,18.778,19.286,SE,ESE,SSE,3.2,14,0,0
7/4/2014,185_2014,AM,0,26,0,1,0.6,0.428571429,69,20.556,20.556,18.704,18.667,19.365,SW,SSW,WSW,9.3,26,0,0
7/5/2014,186_2014,AM,0,10,0,1,0.6,0.428571429,67,19.444,20.556,20,19,19.286,SW,SSW,WSW,8,10,0,0
7/6/2014,187_2014,AM,0,56,0,0,0.6,0.428571429,66,18.889,19.444,20.185,19.222,19.048,W,WNW,WSW,10.4,56,0,0
7/7/2014,188_2014,AM,0,0,0,0,0.6,0.428571429,64,17.778,18.889,19.63,19.667,19.048,SW,SSW,WSW,6.8,0,0,0
7/8/2014,189_2014,AM,0,47,2,0.666666667,0.4,0.714285714,66,18.889,17.778,18.704,19.444,18.968,NW,WNW,NNW,3.4,47,1,0.14
7/9/2014,190_2014,AM,18,18,7,3,1.8,1.714285714,66,18.889,18.889,18.519,19.111,19.286,NE,NNE,ENE,0.8,18,1,0.03
7/10/2014,191_2014,AM,0,7,18,9,5.4,3.857142857,66,18.889,18.889,18.519,18.778,19.286,W,WNW,WSW,8.1,7,0,0
7/11/2014,192_2014,AM,0,28,0,8.333333333,5.4,3.857142857,68,20,18.889,18.889,18.667,19.048,S,SSW,SSE,10,28,0,0
7/12/2014,193_2014,AM,0,34,0,6,5.4,3.857142857,68,20,20,19.259,18.889,18.968,S,SSW,SSE,6,34,0,0
7/13/2014,194_2014,AM,0,22,0,0,5,3.857142857,69,20.556,20,19.63,19.333,19.048,SW,SSW,WSW,6.6,22,1,0.04
7/14/2014,195_2014,AM,0,0,0,0,3.6,3.857142857,64,17.778,20.556,20.185,19.667,19.286,SW,SSW,WSW,10.1,0,1,0
7/15/2014,196_2014,AM,1,18,0,0,0,3.571428571,66,18.889,17.778,19.444,19.444,19.286,NW,WNW,NNW,3.5,18,1,0.66
7/16/2014,197_2014,AM,10,22,1,0.333333333,0.2,2.714285714,68,20,18.889,19.074,19.444,19.286,N,NNE,NNW,10.8,22,0,0
7/17/2014,198_2014,AM,0,46,10,3.666666667,2.2,1.571428571,68,20,20,18.889,19.444,19.444,SE,ESE,SSE,2.8,46,0,0
7/18/2014,199_2014,AM,0,48,0,3.666666667,2.2,1.571428571,68,20,20,19.63,19.444,19.603,SE,ESE,SSE,2.3,48,0,0
7/19/2014,200_2014,AM,0,38,0,3.333333333,2.2,1.571428571,71,21.667,20,20,19.333,19.603,SE,ESE,SSE,10.2,38,0,0
7/20/2014,201_2014,AM,5,27,0,0,2.2,1.571428571,66,18.889,21.667,20.556,20.111,19.841,NE,NNE,ENE,13.7,27,0,0
7/21/2014,202_2014,AM,0,23,5,1.666666667,3,2.285714286,68,20,18.889,20.185,20.111,19.603,SE,ESE,SSE,12.5,23,0,0
7/22/2014,203_2014,AM,0,0,0,1.666666667,1,2.285714286,65,18.333,20,20.185,20.111,19.921,NW,WNW,NNW,14.1,0,1,0
7/23/2014,204_2014,AM,6,8,0,1.666666667,1,2.142857143,67,19.444,18.333,19.074,19.778,19.841,NW,WNW,NNW,3.3,8,0,0
7/24/2014,205_2014,AM,1,18,6,2,2.2,1.571428571,68,20,19.444,19.259,19.667,19.762,SW,SSW,WSW,8.1,18,0,0
7/25/2014,206_2014,AM,2,21,1,2.333333333,2.4,1.714285714,70,21.111,20,19.259,19.333,19.762,W,WNW,WSW,10.4,21,0,0
7/26/2014,207_2014,AM,0,6,2,3,1.8,2,69,20.556,21.111,20.185,19.778,19.921,SE,ESE,SSE,4.6,6,0,0
7/27/2014,208_2014,AM,0,0,0,1,1.8,2,64,17.778,20.556,20.556,19.889,19.762,NW,WNW,NNW,12.7,0,1,0.15
7/28/2014,209_2014,AM,2,2,0,0.666666667,1.8,1.285714286,64,17.778,17.778,19.815,19.778,19.603,NW,WNW,NNW,4,2,1,0.03
7/29/2014,210_2014,AM,3,10,3,1,1.2,1.714285714,69,20.556,17.778,18.704,19.444,19.286,NW,WNW,NNW,2.5,10,0,0
7/30/2014,211_2014,AM,1,22,3,2,1.6,2.142857143,66,18.889,20.556,18.704,19.556,19.603,NE,NNE,ENE,3.7,22,1,0
7/31/2014,212_2014,AM,8,23,1,2.333333333,1.4,1.428571429,68,20,18.889,19.074,19.111,19.524,NE,NNE,ENE,0.5,23,0,0
8/1/2014,213_2014,AM,5,25,8,4,3,2.428571429,73,22.778,20,19.815,19,19.524,W,WNW,WSW,5.2,25,0,0
8/2/2014,214_2014,AM,0,12,22,10.33333333,7.4,5.285714286,73,22.778,22.778,20.556,20,19.762,SE,ESE,SSE,7.7,12,0,0
8/3/2014,215_2014,AM,8,11,2,10.66666667,7.2,5.571428571,69,20.556,22.778,21.852,21,20.079,N,NNE,NNW,2.3,11,0,0
8/4/2014,216_2014,AM,10,34,12,12,9,7.285714286,71,21.667,20.556,22.037,21,20.476,NE,NNE,ENE,2.4,34,0,0
8/5/2014,217_2014,AM,5,12,34,16,15.6,11.71428571,69,20.556,21.667,21.667,21.556,21.032,NE,NNE,ENE,1.7,12,1,0.1
8/6/2014,218_2014,AM,3,3,25,23.66666667,19,14.85714286,72,22.222,20.556,20.926,21.667,21.032,NE,NNE,ENE,2,3,0,0
8/7/2014,219_2014,AM,7,8,17,25.33333333,18,17.14285714,71,21.667,22.222,21.481,21.556,21.508,NE,NNE,ENE,1.2,8,0,0
8/8/2014,220_2014,AM,11,12,10,17.33333333,19.6,17.42857143,74,23.333,21.667,21.481,21.333,21.746,N,NNE,NNW,4.7,12,0,0
8/9/2014,221_2014,AM,0,6,32,19.66666667,23.6,18.85714286,73,22.778,23.333,22.407,21.889,21.825,W,WNW,WSW,7.8,6,0,0
8/10/2014,222_2014,AM,0,11,0,14,16.8,18.57142857,73,22.778,22.778,22.593,22.111,21.825,S,SSW,SSE,1.1,11,0,0
8/11/2014,223_2014,AM,0,0,0,10.66666667,11.8,16.85714286,71,21.667,22.778,22.963,22.556,22.143,NW,WNW,NNW,7.2,0,1,0
8/12/2014,224_2014,AM,0,14,0,0,8.4,12,69,20.556,21.667,22.407,22.444,22.143,NW,WNW,NNW,3.7,14,1,0.25
8/13/2014,225_2014,AM,0,13,0,0,6.4,8.428571429,69,20.556,20.556,21.667,22.222,22.143,NW,WNW,NNW,4.7,13,0,0
8/14/2014,226_2014,AM,0,22,1,0.333333333,0.2,6.142857143,67,19.444,20.556,20.926,21.667,21.905,SE,ESE,SSE,2.8,22,0,0
6/23/2015,174_2015,AM,0,8,,,,,62,16.667,19.444,20.185,21,21.587,SE,ESE,SSE,6.8,8,0,0
6/24/2015,175_2015,AM,10,12,0,,,,63,17.222,16.667,18.889,19.778,20.635,NE,NNE,ENE,0.2,12,0,0
6/25/2015,176_2015,AM,10,10,15,,,,67,19.444,17.222,17.778,18.889,19.841,NE,NNE,ENE,0.3,10,0,0
6/26/2015,177_2015,AM,0,8,14,9.666666667,,,69,20.556,19.444,17.778,18.667,19.365,N,NNE,NNW,10.5,8,0,0
6/27/2015,178_2015,AM,0,11,0,9.666666667,,,70,21.111,20.556,19.074,18.667,19.206,SE,ESE,SSE,6.7,11,0,0
6/28/2015,179_2015,AM,2,22,0,4.666666667,5.8,,69,20.556,21.111,20.37,19,19.286,NE,NNE,ENE,2.4,22,0,0
6/29/2015,180_2015,AM,0,7,6,2,7,,66,18.889,20.556,20.741,19.778,19.286,N,NNE,NNW,1.6,7,0,0
6/30/2015,181_2015,AM,0,0,0,2,4,5,61,16.111,18.889,20.185,20.111,19.206,N,NNE,NNW,11.8,0,1,0.03
7/1/2015,182_2015,AM,2,2,0,2,1.2,5,63,17.222,16.111,18.519,19.444,19.127,N,NNE,NNW,4.6,2,1,0
7/2/2015,183_2015,AM,0,9,3,1,1.8,3.285714286,65,18.333,17.222,17.407,18.778,19.127,SE,ESE,SSE,7.4,9,0,0
7/3/2015,184_2015,AM,0,17,0,1,1.8,1.285714286,68,20,18.333,17.222,18.222,18.968,SE,ESE,SSE,6.8,17,0,0
7/4/2015,185_2015,AM,0,11,0,1,0.6,1.285714286,68,20,20,18.519,18.111,18.889,S,SSW,SSE,5.8,11,0,0
7/5/2015,186_2015,AM,0,23,0,0,0.6,1.285714286,65,18.333,20,19.444,18.333,18.73,S,SSW,SSE,7.1,23,0,0
7/6/2015,187_2015,AM,0,1,0,0,0.6,0.428571429,64,17.778,18.333,19.444,18.778,18.413,N,NNE,NNW,10.1,1,0,0
7/7/2015,188_2015,AM,3,9,0,0,0,0.428571429,66,18.889,17.778,18.704,18.889,18.254,NE,NNE,ENE,3.8,9,1,0.41
7/8/2015,189_2015,AM,2,16,25,8.333333333,5,4,66,18.889,18.889,18.333,19,18.651,NE,NNE,ENE,1.4,16,0,0
7/9/2015,190_2015,AM,0,28,16,13.66666667,8.2,5.857142857,67,19.444,18.889,18.519,18.778,18.889,SE,ESE,SSE,4.2,28,0,0
7/10/2015,191_2015,AM,0,17,0,13.66666667,8.2,5.857142857,68,20,19.444,19.074,18.667,19.048,S,SSW,SSE,8.1,17,0,0
7/11/2015,192_2015,AM,0,11,0,5.333333333,8.2,5.857142857,70,21.111,20,19.444,19,19.048,W,WNW,WSW,6.1,11,0,0
7/12/2015,193_2015,AM,0,0,0,0,8.2,5.857142857,70,21.111,21.111,20.185,19.667,19.206,E,ESE,ENE,6.1,0,1,0
7/13/2015,194_2015,AM,0,0,0,0,3.2,5.857142857,69,20.556,21.111,20.741,20.111,19.603,N,NNE,NNW,7.1,0,1,0.22
7/14/2015,195_2015,AM,0,9,0,0,0,5.857142857,65,18.333,20.556,20.926,20.444,20,N,NNE,NNW,6.2,9,1,0.72
7/15/2015,196_2015,AM,0,23,0,0,0,2.285714286,68,20,18.333,20,20.222,19.921,NE,NNE,ENE,4.8,23,0,0
7/16/2015,197_2015,AM,0,8,0,0,0,0,66,18.889,20,19.63,20.222,20.079,SE,ESE,SSE,3.5,8,0,0
7/17/2015,198_2015,AM,0,28,0,0,0,0,73,22.778,18.889,19.074,19.778,20,SE,ESE,SSE,3.2,28,1,0.02
7/18/2015,199_2015,AM,0,46,0,0,0,0,69,20.556,22.778,20.556,20.111,20.397,SE,ESE,SSE,3,46,1,0.13
7/19/2015,200_2015,AM,0,21,0,0,0,0,68,20,20.556,20.741,20.111,20.317,E,ESE,ENE,7.1,21,0,0
7/20/2015,201_2015,AM,0,18,0,0,0,0,68,20,20,21.111,20.444,20.159,NW,WNW,NNW,2.5,18,0,0
7/21/2015,202_2015,AM,0,28,0,0,0,0,69,20.556,20,20.185,20.444,20.079,SE,ESE,SSE,0.3,28,0,0
7/22/2015,203_2015,AM,0,31,0,0,0,0,70,21.111,20.556,20.185,20.778,20.397,S,SSW,SSE,5.3,31,0,0
7/23/2015,204_2015,AM,0,64,0,0,0,0,70,21.111,21.111,20.556,20.444,20.556,S,SSW,SSE,3.5,64,0,0
7/24/2015,205_2015,AM,0,54,0,0,0,0,73,22.778,21.111,20.926,20.556,20.873,SE,ESE,SSE,2.5,54,0,0
7/25/2015,206_2015,AM,0,61,0,0,0,0,73,22.778,22.778,21.667,21.111,20.873,S,SSW,SSE,2.4,61,0,0
7/26/2015,207_2015,AM,66,66,0,0,0,0,73,22.778,22.778,22.222,21.667,21.19,NE,NNE,ENE,0.7,66,0,0
7/27/2015,208_2015,AM,28,59,171,57,34.2,24.42857143,72,22.222,22.778,22.778,22.111,21.587,NE,NNE,ENE,1.1,59,0,0
7/28/2015,209_2015,AM,0,23,28,66.33333333,39.8,28.42857143,72,22.222,22.222,22.593,22.333,21.905,SW,SSW,WSW,2.6,23,0,0
7/29/2015,210_2015,AM,0,43,0,66.33333333,39.8,28.42857143,71,21.667,22.222,22.407,22.556,22.143,W,WNW,WSW,6.2,43,1,0.03
7/30/2015,211_2015,AM,0,46,0,9.333333333,39.8,28.42857143,71,21.667,21.667,22.037,22.333,22.222,W,WNW,WSW,4.8,46,0,0
7/31/2015,212_2015,AM,0,58,0,0,39.8,28.42857143,71,21.667,21.667,21.852,22.111,22.302,S,SSW,SSE,5.3,58,1,0.3
8/1/2015,213_2015,AM,0,18,0,0,5.6,28.42857143,70,21.111,21.667,21.667,21.889,22.143,SW,SSW,WSW,7.6,18,0,0
8/2/2015,214_2015,AM,0,24,0,0,0,28.42857143,69,20.556,21.111,21.481,21.667,21.905,NW,WNW,NNW,6.1,24,1,0.79
8/3/2015,215_2015,AM,8,21,0,0,0,4,70,21.111,20.556,21.111,21.333,21.587,W,WNW,WSW,5.6,21,1,0.47
8/4/2015,216_2015,AM,6,14,8,2.666666667,1.6,1.142857143,70,21.111,21.111,20.926,21.222,21.429,N,NNE,NNW,3.5,14,0,0
8/5/2015,217_2015,AM,8,31,18,8.666666667,5.2,3.714285714,70,21.111,21.111,20.926,21.111,21.27,NE,NNE,ENE,7.5,31,0,0
8/6/2015,218_2015,AM,0,19,44,23.33333333,14,10,70,21.111,21.111,21.111,21,21.19,E,ESE,ENE,5.5,19,0,0
8/7/2015,219_2015,AM,14,16,0,20.66666667,14,10,72,22.222,21.111,21.111,21,21.111,NE,NNE,ENE,7.3,16,1,0.11
8/8/2015,220_2015,AM,0,22,31,25,20.2,14.42857143,72,22.222,22.222,21.481,21.333,21.19,W,WNW,WSW,1.3,22,1,0.29
8/9/2015,221_2015,AM,0,31,0,10.33333333,18.6,14.42857143,72,22.222,22.222,21.852,21.556,21.349,SW,SSW,WSW,0.2,31,0,0
8/10/2015,222_2015,AM,0,16,0,10.33333333,15,14.42857143,71,21.667,22.222,22.222,21.778,21.587,N,NNE,NNW,12.1,16,1,0
8/11/2015,223_2015,AM,2,23,0,0,6.2,13.28571429,72,22.222,21.667,22.037,21.889,21.667,N,NNE,NNW,3.1,23,0,0
8/12/2015,224_2015,AM,0,21,2,0.666666667,6.6,11,72,22.222,22.222,22.037,22.111,21.825,S,SSW,SSE,6.1,21,0,0
8/13/2015,225_2015,AM,0,45,0,0.666666667,0.4,4.714285714,71,21.667,22.222,22.037,22.111,21.984,S,SSW,SSE,5.2,45,1,0
6/24/2016,176_2016,AM,0,5,,,,,69,20.556,21.667,22.037,22,22.063,SW,SSW,WSW,2.2,5,0,0
6/25/2016,177_2016,AM,0,6,0,,,,69,20.556,20.556,21.481,21.667,21.825,SW,SSW,WSW,2.3,6,0,0
6/26/2016,178_2016,AM,0,10,0,,,,69,20.556,20.556,20.926,21.444,21.587,SW,SSW,WSW,2.5,10,1,0.58
6/27/2016,179_2016,AM,0,2,0,0,,,65,18.333,20.556,20.556,21.111,21.349,N,NNE,NNW,19.4,2,0,0
6/28/2016,180_2016,AM,2,3,0,0,,,67,19.444,18.333,19.815,20.333,20.873,N,NNE,NNW,5.4,3,0,0
6/29/2016,181_2016,AM,0,23,2,0.666666667,0.4,,68,20,19.444,19.444,19.889,20.476,S,SSW,SSE,4.5,23,0,0
6/30/2016,182_2016,AM,0,16,0,0.666666667,0.4,,65,18.333,20,19.259,19.778,20.159,N,NNE,NNW,16.4,16,0,0
7/1/2016,183_2016,AM,0,18,0,0.666666667,0.4,0.285714286,72,22.222,18.333,19.259,19.333,19.683,SW,SSW,WSW,3.2,18,1,0.24
7/2/2016,184_2016,AM,0,8,0,0,0.4,0.285714286,73,22.778,22.222,20.185,19.667,19.921,SW,SSW,WSW,3.4,8,0,0
7/3/2016,185_2016,AM,0,28,0,0,0.4,0.285714286,73,22.778,22.778,21.111,20.556,20.238,SE,ESE,SSE,3.6,28,0,0
7/4/2016,186_2016,AM,2,36,0,0,0,0.285714286,71,21.667,22.778,22.593,21.222,20.556,SE,ESE,SSE,2.1,36,0,0
7/5/2016,187_2016,AM,0,48,2,0.666666667,0.4,0.571428571,70,21.111,21.667,22.407,21.556,21.032,SE,ESE,SSE,11.1,48,0,0
7/6/2016,188_2016,AM,17,17,0,0.666666667,0.4,0.285714286,70,21.111,21.111,21.852,22.111,21.27,N,NNE,NNW,0,17,0,0
